  -50.0000000       458.059509    
  -49.9900017       458.218353    
  -49.9800034       458.376465    
  -49.9700050       458.533905    
  -49.9600067       458.691406    
  -49.9500084       458.850372    
  -49.9400101       459.009674    
  -49.9300117       459.166779    
  -49.9200134       459.325531    
  -49.9100151       459.483887    
  -49.9000168       459.642365    
  -49.8900185       459.800964    
  -49.8800201       459.959045    
  -49.8700218       460.119568    
  -49.8600235       460.278168    
  -49.8500252       460.437958    
  -49.8400269       460.594574    
  -49.8300285       460.754944    
  -49.8200302       460.913422    
  -49.8100319       461.072601    
  -49.8000336       461.232483    
  -49.7900352       461.392548    
  -49.7800369       461.551880    
  -49.7700386       461.710907    
  -49.7600403       461.872314    
  -49.7500420       462.031067    
  -49.7400436       462.191437    
  -49.7300453       462.351166    
  -49.7200470       462.512573    
  -49.7100487       462.672882    
  -49.7000504       462.833130    
  -49.6900520       462.993530    
  -49.6800537       463.154205    
  -49.6700554       463.314819    
  -49.6600571       463.476105    
  -49.6500587       463.638214    
  -49.6400604       463.800385    
  -49.6300621       463.961395    
  -49.6200638       464.124084    
  -49.6100655       464.286774    
  -49.6000671       464.447601    
  -49.5900688       464.610199    
  -49.5800705       464.772980    
  -49.5700722       464.936859    
  -49.5600739       465.099915    
  -49.5500755       465.261749    
  -49.5400772       465.426544    
  -49.5300789       465.589508    
  -49.5200806       465.753021    
  -49.5100822       465.916382    
  -49.5000839       466.081787    
  -49.4900856       466.246918    
  -49.4800873       466.410522    
  -49.4700890       466.573761    
  -49.4600906       466.737732    
  -49.4500923       466.901581    
  -49.4400940       467.069885    
  -49.4300957       467.234955    
  -49.4200974       467.399445    
  -49.4100990       467.564911    
  -49.4001007       467.732391    
  -49.3901024       467.899780    
  -49.3801041       468.063538    
  -49.3701057       468.232483    
  -49.3601074       468.398193    
  -49.3501091       468.566132    
  -49.3401108       468.733368    
  -49.3301125       468.899841    
  -49.3201141       469.067230    
  -49.3101158       469.236572    
  -49.3001175       469.402985    
  -49.2901192       469.571564    
  -49.2801208       469.740356    
  -49.2701225       469.908600    
  -49.2601242       470.078705    
  -49.2501259       470.246460    
  -49.2401276       470.416565    
  -49.2301292       470.586792    
  -49.2201309       470.755585    
  -49.2101326       470.924988    
  -49.2001343       471.097046    
  -49.1901360       471.267212    
  -49.1801376       471.437378    
  -49.1701393       471.607086    
  -49.1601410       471.779572    
  -49.1501427       471.950256    
  -49.1401443       472.122406    
  -49.1301460       472.293640    
  -49.1201477       472.465332    
  -49.1101494       472.636414    
  -49.1001511       472.808533    
  -49.0901527       472.982819    
  -49.0801544       473.154358    
  -49.0701561       473.326935    
  -49.0601578       473.500092    
  -49.0501595       473.673676    
