           0           0           1
           1           0           1
           1           1           1
           2           0           1
           2           1           2
           2           2           1
           3           0           1
           3           1           3
           3           2           3
           3           3           1
           4           0           1
           4           1           4
           4           2           6
           4           3           4
           4           4           1
           5           0           1
           5           1           5
           5           2          10
           5           3          10
           5           4           5
           5           5           1
           6           0           1
           6           1           6
           6           2          15
           6           3          20
           6           4          15
           6           5           6
           6           6           1
           7           0           1
           7           1           7
           7           2          21
           7           3          34
           7           4          34
           7           5          21
           7           6           7
           7           7           1
           8           0           1
           8           1           8
           8           2          28
           8           3          56
           8           4          69
           8           5          56
           8           6          28
           8           7           8
           8           8           1
           9           0           1
           9           1           9
           9           2          36
           9           3          84
           9           4         126
           9           5         126
           9           6          84
           9           7          36
           9           8           9
           9           9           1
          10           0           1
          10           1          10
          10           2          45
          10           3         119
          10           4         210
          10           5         252
          10           6         210
          10           7         119
          10           8          45
          10           9          10
          10          10           1
          11           0           1
          11           1          11
          11           2          55
          11           3         165
          11           4         329
          11           5         462
          11           6         462
          11           7         329
          11           8         165
          11           9          55
          11          10          11
          11          11           1
          12           0           1
          12           1          12
          12           2          66
          12           3         220
          12           4         495
          12           5         792
          12           6         924
          12           7         792
          12           8         495
          12           9         220
          12          10          66
          12          11          12
          12          12           1
          13           0           1
          13           1          13
          13           2          78
          13           3         286
          13           4         715
          13           5        1286
          13           6        1716
          13           7        1716
          13           8        1286
          13           9         715
          13          10         286
          13          11          78
          13          12          13
          13          13           1
          14           0           1
          14           1          14
          14           2          91
          14           3         363
          14           4        1001
          14           5        2001
          14           6        3002
          14           7        3432
          14           8        3002
          14           9        2001
          14          10        1001
          14          11         363
          14          12          91
          14          13          14
          14          14           1
          15           0           1
          15           1          15
          15           2         105
          15           3         455
          15           4        1364
          15           5        3003
          15           6        5004
          15           7        6434
          15           8        6434
          15           9        5004
          15          10        3003
          15          11        1364
          15          12         455
          15          13         105
          15          14          15
          15          15           1
          16           0           1
          16           1          16
          16           2         120
          16           3         560
          16           4        1820
          16           5        4367
          16           6        8008
          16           7       11440
          16           8       12869
          16           9       11440
          16          10        8008
          16          11        4367
          16          12        1820
          16          13         560
          16          14         120
          16          15          16
          16          16           1
          17           0           1
          17           1          17
          17           2         136
          17           3         679
          17           4        2380
          17           5        6188
          17           6       12375
          17           7       19448
          17           8       24310
          17           9       24310
          17          10       19448
          17          11       12375
          17          12        6188
          17          13        2380
          17          14         679
          17          15         136
          17          16          17
          17          17           1
          18           0           1
          18           1          18
          18           2         153
          18           3         816
          18           4        3059
          18           5        8568
          18           6       18564
          18           7       31823
          18           8       43758
          18           9       48620
          18          10       43758
          18          11       31823
          18          12       18564
          18          13        8568
          18          14        3059
          18          15         816
          18          16         153
          18          17          18
          18          18           1
          19           0           1
          19           1          19
          19           2         171
          19           3         969
          19           4        3876
          19           5       11627
          19           6       27132
          19           7       50387
          19           8       75581
          19           9       92378
          19          10       92378
          19          11       75581
          19          12       50387
          19          13       27132
          19          14       11627
          19          15        3876
          19          16         969
          19          17         171
          19          18          19
          19          19           1
          20           0           1
          20           1          20
          20           2         190
          20           3        1139
          20           4        4845
          20           5       15504
          20           6       38759
          20           7       77520
          20           8      125969
          20           9      167959
          20          10      184756
          20          11      167959
          20          12      125969
          20          13       77520
          20          14       38759
          20          15       15504
          20          16        4845
          20          17        1139
          20          18         190
          20          19          20
          20          20           1
          21           0           1
          21           1          21
          21           2         210
          21           3        1330
          21           4        5984
          21           5       20348
          21           6       54264
          21           7      116279
          21           8      203490
          21           9      293929
          21          10      352715
          21          11      352715
          21          12      293929
          21          13      203490
          21          14      116279
          21          15       54264
          21          16       20348
          21          17        5984
          21          18        1330
          21          19         210
          21          20          21
          21          21           1
          22           0           1
          22           1          22
          22           2         231
          22           3        1540
          22           4        7315
          22           5       26333
          22           6       74613
          22           7      170543
          22           8      319769
          22           9      497420
          22          10      646645
          22          11      705431
          22          12      646645
          22          13      497420
          22          14      319769
          22          15      170543
          22          16       74613
          22          17       26333
          22          18        7315
          22          19        1540
          22          20         231
          22          21          22
          22          22           1
          23           0           1
          23           1          23
          23           2         253
          23           3        1770
          23           4        8855
          23           5       33648
          23           6      100946
          23           7      245157
          23           8      490313
          23           9      817189
          23          10     1144066
          23          11     1352077
          23          12     1352077
          23          13     1144066
          23          14      817189
          23          15      490313
          23          16      245157
          23          17      100946
          23          18       33648
          23          19        8855
          23          20        1770
          23          21         253
          23          22          23
          23          23           1
          24           0           1
          24           1          24
          24           2         276
          24           3        2024
          24           4       10625
          24           5       42504
          24           6      134595
          24           7      346103
          24           8      735471
          24           9     1307504
          24          10     1961255
          24          11     2496144
          24          12     2704155
          24          13     2496144
          24          14     1961255
          24          15     1307504
          24          16      735471
          24          17      346103
          24          18      134595
          24          19       42504
          24          20       10625
          24          21        2024
          24          22         276
          24          23          24
          24          24           1
          25           0           1
          25           1          25
          25           2         300
          25           3        2299
          25           4       12650
          25           5       53129
          25           6      177100
          25           7      480699
          25           8     1081574
          25           9     2042974
