  -10.0000000      0.857581198    
  -9.98999977      0.828300238    
  -9.97999954      0.807911694    
  -9.96999931      0.762447178    
  -9.95999908      0.735702813    
  -9.94999886      0.711694121    
  -9.93999863      0.650075138    
  -9.92999840      0.674006343    
  -9.91999817      0.594363928    
  -9.90999794      0.614083588    
  -9.89999771      0.558609486    
  -9.88999748      0.576048970    
  -9.87999725      0.552342355    
  -9.86999702      0.524427235    
  -9.85999680      0.502489507    
  -9.84999657      0.493959069    
  -9.83999634      0.436952561    
  -9.82999611      0.466273665    
  -9.81999588      0.393467844    
  -9.80999565      0.426023215    
  -9.79999542      0.369404107    
  -9.78999519      0.366270810    
  -9.77999496      0.356718928    
  -9.76999474      0.345458508    
  -9.75999451      0.321866512    
  -9.74999428      0.310929626    
  -9.73999405      0.272866845    
  -9.72999382      0.295518607    
  -9.71999359      0.257889748    
  -9.70999336      0.264300138    
  -9.69999313      0.229353517    
  -9.68999290      0.245803565    
  -9.67999268      0.239109054    
  -9.66999245      0.237683311    
  -9.65999222      0.211884975    
  -9.64999199      0.213267311    
  -9.63999176      0.201886982    
  -9.62999153      0.203647241    
  -9.61999130      0.167997852    
  -9.60999107      0.180926844    
  -9.59999084      0.147145063    
  -9.58999062      0.174177736    
  -9.57999039      0.140579686    
  -9.56999016      0.111699559    
  -9.55998993      0.126282930    
  -9.54998970       9.31265801E-02
  -9.53998947      0.123704530    
  -9.52998924       9.29364264E-02
  -9.51998901       9.43766236E-02
  -9.50998878       7.74057135E-02
  -9.49998856       8.03360716E-02
  -9.48998833       7.47034997E-02
  -9.47998810       9.45056006E-02
  -9.46998787       6.67403191E-02
  -9.45998764       8.23465213E-02
  -9.44998741       5.83137609E-02
  -9.43998718       8.06828886E-02
  -9.42998695       5.81791401E-02
  -9.41998672       5.73400781E-02
  -9.40998650       4.62896153E-02
  -9.39998627       4.78877276E-02
  -9.38998604       4.77869920E-02
  -9.37998581       4.72248793E-02
  -9.36998558       2.84825414E-02
  -9.35998535       4.80988137E-02
  -9.34998512       2.02121232E-02
  -9.33998489       4.26661335E-02
  -9.32998466       2.24018190E-02
  -9.31998444       4.63632792E-02
  -9.30998421       2.41436996E-02
  -9.29998398       1.92261469E-02
  -9.28998375       1.65871307E-02
  -9.27998352       3.26316990E-02
  -9.26998329       3.17728594E-02
  -9.25998306       3.55170593E-02
  -9.24998283       6.24430459E-03
  -9.23998260       2.75853910E-02
  -9.22998238       1.35550471E-02
  -9.21998215       2.96622217E-02
  -9.20998192       1.57546047E-02
  -9.19998169       7.43856467E-03
  -9.18998146       1.01143112E-02
  -9.17998123       1.03818821E-02
