  -5.00000000      -5.00000000       4.21464428E-08
  -4.90000010      -5.00000000       5.21142844E-08
  -4.80000019      -5.00000000       6.44291447E-08
  -4.70000029      -5.00000000       7.96391930E-08
  -4.60000038      -5.00000000       9.84180133E-08
  -4.50000048      -5.00000000       1.21593018E-07
  -4.40000057      -5.00000000       1.50178735E-07
  -4.30000067      -5.00000000       1.85417704E-07
  -4.20000076      -5.00000000       2.28828085E-07
  -4.10000086      -5.00000000       2.82262448E-07
  -4.00000095      -5.00000000       3.47974463E-07
  -3.90000105      -5.00000000       4.28700588E-07
  -3.80000114      -5.00000000       5.27751524E-07
  -3.70000124      -5.00000000       6.49121318E-07
  -3.60000134      -5.00000000       7.97611904E-07
  -3.50000143      -5.00000000       9.78972707E-07
  -3.40000153      -5.00000000       1.20005950E-06
  -3.30000162      -5.00000000       1.46901243E-06
  -3.20000172      -5.00000000       1.79546873E-06
  -3.10000181      -5.00000000       2.19074309E-06
  -3.00000191      -5.00000000       2.66812413E-06
  -2.90000200      -5.00000000       3.24310531E-06
  -2.80000210      -5.00000000       3.93368919E-06
  -2.70000219      -5.00000000       4.76075638E-06
  -2.60000229      -5.00000000       5.74843534E-06
  -2.50000238      -5.00000000       6.92466028E-06
  -2.40000248      -5.00000000       8.32145361E-06
  -2.30000257      -5.00000000       9.97599636E-06
  -2.20000267      -5.00000000       1.19308879E-05
  -2.10000277      -5.00000000       1.42358258E-05
  -2.00000286      -5.00000000       1.69478262E-05
  -1.90000284      -5.00000000       2.01335843E-05
  -1.80000281      -5.00000000       2.38703778E-05
  -1.70000279      -5.00000000       2.82483852E-05
  -1.60000277      -5.00000000       3.33732423E-05
  -1.50000274      -5.00000000       3.93689224E-05
  -1.40000272      -5.00000000       4.63823599E-05
  -1.30000269      -5.00000000       5.45881558E-05
  -1.20000267      -5.00000000       6.42009400E-05
  -1.10000265      -5.00000000       7.54907305E-05
  -1.00000262      -5.00000000       8.88186696E-05
 -0.900002599      -5.00000000       1.04706851E-04
 -0.800002575      -5.00000000       1.23983336E-04
 -0.700002551      -5.00000000       1.48106803E-04
 -0.600002527      -5.00000000       1.79915281E-04
 -0.500002503      -5.00000000       2.25497788E-04
 -0.400002509      -5.00000000       2.98947620E-04
 -0.300002515      -5.00000000       4.25409089E-04
 -0.200002521      -5.00000000       4.89793776E-04
