  -8.00000000      -4.00000000       1.10242856    
  -7.94999981      -4.00000000       1.03057134    
  -7.89999962      -4.00000000      0.965853572    
  -7.84999943      -4.00000000      0.905695617    
  -7.79999924      -4.00000000      0.853265166    
  -7.74999905      -4.00000000      0.802972555    
  -7.69999886      -4.00000000      0.757865489    
  -7.64999866      -4.00000000      0.716291547    
  -7.59999847      -4.00000000      0.678658783    
  -7.54999828      -4.00000000      0.644330442    
  -7.49999809      -4.00000000      0.613571465    
  -7.44999790      -4.00000000      0.585147202    
  -7.39999771      -4.00000000      0.558719635    
  -7.34999752      -4.00000000      0.534283340    
  -7.29999733      -4.00000000      0.512402713    
  -7.24999714      -4.00000000      0.492396146    
  -7.19999695      -4.00000000      0.474457711    
  -7.14999676      -4.00000000      0.457726598    
  -7.09999657      -4.00000000      0.442325354    
  -7.04999638      -4.00000000      0.428255618    
  -6.99999619      -4.00000000      0.415365875    
  -6.94999599      -4.00000000      0.402916938    
  -6.89999580      -4.00000000      0.392052680    
  -6.84999561      -4.00000000      0.382357299    
  -6.79999542      -4.00000000      0.373075813    
  -6.74999523      -4.00000000      0.364496440    
  -6.69999504      -4.00000000      0.356614083    
  -6.64999485      -4.00000000      0.349344224    
  -6.59999466      -4.00000000      0.342589289    
  -6.54999447      -4.00000000      0.336593598    
  -6.49999428      -4.00000000      0.330405474    
  -6.44999409      -4.00000000      0.325023860    
  -6.39999390      -4.00000000      0.320007920    
  -6.34999371      -4.00000000      0.315331012    
  -6.29999352      -4.00000000      0.310941160    
  -6.24999332      -4.00000000      0.307019860    
  -6.19999313      -4.00000000      0.303194553    
  -6.14999294      -4.00000000      0.299701095    
  -6.09999275      -4.00000000      0.296171546    
  -6.04999256      -4.00000000      0.293018430    
  -5.99999237      -4.00000000      0.290040761    
  -5.94999218      -4.00000000      0.287259132    
  -5.89999199      -4.00000000      0.284720927    
  -5.84999180      -4.00000000      0.282254308    
  -5.79999161      -4.00000000      0.279912174    
  -5.74999142      -4.00000000      0.277719796    
  -5.69999123      -4.00000000      0.275560319    
  -5.64999104      -4.00000000      0.273605496    
  -5.59999084      -4.00000000      0.271829396    
  -5.54999065      -4.00000000      0.270108461    
  -5.49999046      -4.00000000      0.268490821    
  -5.44999027      -4.00000000      0.266954422    
  -5.39999008      -4.00000000      0.265544623    
